date,actual,forecast,product
2024-10-21T00:00:00.000+0000,2.31,1.764851838598748,Natural Gas
2024-10-22T00:00:00.000+0000,2.31,1.7627720383254522,Natural Gas
2024-10-23T00:00:00.000+0000,2.34,1.7523730369589705,Natural Gas
2024-10-24T00:00:00.000+0000,2.52,1.7633662669749652,Natural Gas
2024-10-25T00:00:00.000+0000,2.56,1.7650977526281268,Natural Gas
2024-10-28T00:00:00.000+0000,2.31,1.7633150666795876,Natural Gas
2024-10-29T00:00:00.000+0000,2.35,1.7645035239786138,Natural Gas
2024-10-30T00:00:00.000+0000,2.85,1.7731198393965553,Natural Gas
2024-10-31T00:00:00.000+0000,2.71,1.7734169537213118,Natural Gas
2024-11-01T00:00:00.000+0000,2.66,1.7710116598512173,Natural Gas
2024-11-04T00:00:00.000+0000,2.78,1.7825991185167251,Natural Gas
2024-11-05T00:00:00.000+0000,2.67,1.7965634917802862,Natural Gas
2024-11-06T00:00:00.000+0000,2.75,1.746945399545932,Natural Gas
2024-11-07T00:00:00.000+0000,2.69,1.7641780303818155,Natural Gas
2024-11-08T00:00:00.000+0000,2.67,1.7536020190773494,Natural Gas
2024-11-11T00:00:00.000+0000,2.92,1.7375578455404925,Natural Gas
2024-11-12T00:00:00.000+0000,2.91,1.7232963579521754,Natural Gas
2024-11-13T00:00:00.000+0000,2.98,1.709629099013371,Natural Gas
2024-11-14T00:00:00.000+0000,2.79,1.7039839268429953,Natural Gas
